example_id,question,reference,response,context,code,generation_time,response_tokens,quality_class,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure,bleu,bert_score,word_f1_precision,word_f1_recall,word_f1,faithfulness,has_citations,citation_count
10,Mon employeur peut-il me licencier si je refuse de travailler pendant une grève légale ?,Le Préambule du Code du Travail interdit toute mesure visant à porter atteinte à la stabilité des salariés dans le travail pour cause de participation à un conflit collectif. L'article 32 indique que le contrat est suspendu pendant la durée de la grève. Le licenciement pour ce motif serait donc illégal.,"assistant
Non, selon l'article 32 du Code du Travail, les salariés peuvent être obligés d'effectuer leur travail sans interruption pendant la période de grève, sauf qu'ils puissent s'en échapper par déclaration prévue au présent article. L'exercice de la grève ne peut pas être prolongé que jusqu'à son annulation.","Préambule [Code du Travail]: (...)
Est interdite toute mesure visant à porter atteinte à la stabilité des 
salariés dans le travail pour l'une des raisons suivantes :
1- la participation à un conflit collectif ;
(...)
Article 32 [Code du Travail]: Le contrat est provisoirement suspendu :
(...)
6. pendant la durée de la grève ;
(...)",Code du Travail,1.3948447704315186,79,Low,0.3114754098360656,0.35185185185185186,0.3304347826086957,0.16666666666666666,0.18867924528301888,0.17699115044247787,0.21311475409836064,0.24074074074074073,0.22608695652173913,0.08243545404427126,0.35690173506736755,0.2826086956521739,0.3170731707317073,0.29885057471264365,1.0,1,4
11,"Si je suis menacé pour signer un contrat, mais que la menace vient d'un tiers et non de la personne avec qui je contracte, puis-je quand même demander l'annulation ?","Oui, l'article 49 du Dahir formant Code des Obligations et des Contrats indique que la violence (qui inclut la menace causant une crainte) donne ouverture à la rescision de l'obligation, même si elle n'a pas été exercée par celui des contractants au profit duquel la convention a été faite.","assistant
Oui, selon l'article 49 du Dahir formant Code des Obligations et des Contrats, lorsque la violence fait ouverte la résolution de l'autorité responsable de l'exécution de l'accord entre les parties concernées, il est possible qu'elle ne soit plus mise en œuvre. En conséquence, le contrat peut être annulé sans condition.","Article 49 [DAHIR FORMANT CODE DES OBLIGATIONS ET DES CONTRATS]: La violence donne ouverture à la rescision de l'obligation, même si 
elle n'a pas été exercée par celui des contractant au profit duquel la 
convention a été faite.",DAHIR FORMANT CODE DES OBLIGATIONS ET DES CONTRATS,1.4689629077911377,84,Medium,0.3333333333333333,0.37735849056603776,0.35398230088495575,0.22033898305084745,0.25,0.23423423423423426,0.31666666666666665,0.3584905660377358,0.336283185840708,0.20399146778437557,0.43709513545036316,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1,4
12,Mon entreprise veut me faire travailler 11 heures par jour pendant une semaine à cause d'un surcroît de travail exceptionnel. Est-ce légal si je suis payé en heures supplémentaires ?,"L'article 184 du Code du Travail fixe la durée normale de travail à 44 heures par semaine et précise que la durée normale ne doit pas excéder dix heures par jour, même en cas de répartition inégale sur l'année. L'article 196 permet des heures supplémentaires pour surcroîts exceptionnels, mais le dépassement des 10 heures/jour devrait être exceptionnel et justifié par des dérogations spécifiques (comme celles des articles 190, 192), et non une pratique régulière même avec paiement d'heures supplémentaires.","assistant
Oui, l'article 196 du Code du Travail indique que lorsqu'une entreprise doit faire face à des travaux d'intérêt national ou à des surcroîts exceptionnels de travail, les salariés desdits entreprises peuvent être employés au delà de la durée normale de travail dans les conditions fixées par voie réglementaire, à condition qu'ils perçoivent, en sus de leurs salaires, des indemnités pour les heures supplantantes.","Article 184 [Code du Travail]: Dans les activités non agricoles, la durée normale de travail des 
salariés est fixée à 2288 heures par année ou 44 heures par semaine.
La durée annuelle globale de travail peut être répartie sur l'année 
selon les besoins de l'entreprise à condition que la durée normale du 
travail n'excède pas dix heures par jour, sous réserve des dérogations 
visées aux articles 189, 190 et 192.
(...)
Article 196 [Code du Travail]: Lorsque les entreprises doivent faire face à des travaux d'intérêt 
national ou à des surcroîts exceptionnels de travail, les salariés desdites 
entreprises peuvent être employés au-delà de la durée normale de travail 
dans les conditions fixées par voie réglementaire28, à condition qu'ils 
perçoivent, en sus de leurs salaires, des indemnisations pour les heures 
supplémentaires.",Code du Travail,2.0575194358825684,105,Low,0.4266666666666667,0.32,0.3657142857142857,0.16216216216216217,0.12121212121212122,0.13872832369942198,0.24,0.18,0.2057142857142857,0.09136072288328852,0.27640390396118164,0.4074074074074074,0.3384615384615385,0.3697478991596639,1.0,1,4
13,"Si un employeur est condamné plusieurs fois pour ne pas avoir respecté les règles du registre du commerce, sa peine peut-elle être plus lourde la fois suivante ?","Oui, l'article 67 du Code de Commerce indique que si une personne ayant déjà été condamnée à une amende commet le même délit dans les cinq ans, elle est en état de récidive et les peines prévues à l'article 64 (emprisonnement et amende pour fausse déclaration) sont portées au double.","assistant
Lorsqu'un employeur est condamné deux fois pour ne pas respecter les règles du registre du Commerce et que ces sanctions ont été prononcées immédiatement après leur premier jugement, il n'y a pas lieu de considérer une nouvelle condamnation comme étant plus lourde car elle date depuis son premier jugement. Les nouvelles punitions sont réduites aux termes de l'article 67 du Code de Commerce.","Article 67 [CODE DE COMMERCE]: Indépendamment des règles posées par le code pénal, est en état de 
récidive, quiconque ayant fait précédemment l'objet d'une condamnation à 
une amende, commet le même délit dans les cinq années qui suivent le 
prononcé de la première condamnation devenue irrévocable.
Dans ce cas, les peines prévues à l'article 64 sont portées au double.",code de commerce 2019,1.9330997467041016,98,Low,0.2876712328767123,0.3620689655172414,0.32061068702290074,0.08333333333333333,0.10526315789473684,0.0930232558139535,0.1232876712328767,0.15517241379310345,0.13740458015267173,0.08609581220627675,0.2632671892642975,0.288135593220339,0.3617021276595745,0.32075471698113206,1.0,1,4
14,"Si je suis marié et que ma femme possède une entreprise, ses dettes commerciales peuvent-elles affecter mes biens personnels ?","Le Code de la Famille (article 49, non fourni ici mais pertinent) établit le principe de la séparation des patrimoines des époux. Le Code de Commerce, dans les articles fournis, ne traite pas directement de la responsabilité des dettes commerciales d'un époux sur le patrimoine de l'autre. Cela dépendrait du régime matrimonial choisi et d'autres dispositions du Code de la Famille ou du droit des sociétés si l'entreprise est une société.","assistant
Les deux époux disposent chacun d'un patrimoine propre. (...)
L'article 172 du Code de la Famille précise qu'il y a un 'patrimoine' qui est considéré comme le résultat des transactions fiscales entre les deux époux ou leurs enfants. Lorsque ces transactions sont liées à l'une des activités commerciales, elles peuvent avoir un effet sur les biens personnels des époux. La situation dépendra donc des lois spécifiques concernant les obligations auxquels ils sont soumis.","Article 49 [Code de la Famille] (référence générale pertinente mais non fournie pour l'évaluation) : Les deux époux disposent chacun d'un patrimoine propre. (...)
(Les articles du Code de Commerce fournis ne traitent pas de cette question).",Combinaison implicite / Information non directement présente,2.0903983116149902,118,Low,0.3493975903614458,0.35802469135802467,0.3536585365853659,0.07317073170731707,0.075,0.07407407407407407,0.1566265060240964,0.16049382716049382,0.15853658536585366,0.07384135525337275,0.309662401676178,0.2878787878787879,0.34545454545454546,0.31404958677685957,0.5,1,4
15,"Si j'ai payé une somme d'argent en pensant que j'avais une dette, mais que cette dette n'existait pas, et que la personne à qui j'ai payé a, à cause de ce paiement, détruit le titre de sa créance contre le vrai débiteur, puis-je quand même récupérer mon argent auprès d'elle ?","Non, pas directement auprès d'elle dans ce cas. L'article 68 du Dahir formant Code des Obligations et des Contrats indique que celui qui a reçu le paiement ne doit aucune restitution si, de bonne foi et en conséquence de ce paiement, il a détruit ou annulé le titre, s'est privé des garanties de sa créance, ou a laissé son action se prescrire contre le véritable débiteur. Dans ce cas, celui qui a payé n'a recours que contre le véritable débiteur.","assistant
Oui, l'article 68 du Dahir formant Code des Obligations et des Contrats stipule : celui qui, se croyant débiteur, par une erreur de droit ou de faute, a payé ce qu'il ne devait pas, a le droit de répétition contre celui auquel il a payé. Mais celui-ci ne doit aucune restitution si, de bon courage et en conséquence de ce payement, il a détruit ou annulé le titre, s’est prévenu de sa destruction ou de sa annulation, ou a laissé son action se prescrire contre le véitable débiteur. Dans ce cas, celui qui a payé n’a recouru que contre le véritable débiteur.","Article 68 [DAHIR FORMANT CODE DES OBLIGATIONS ET DES CONTRATS]: Celui qui, se croyant débiteur, par une erreur de droit ou de fait, a 
payé ce qu'il ne devait pas, a le droit de répétition contre celui auquel il a 
payé. Mais celui-ci ne doit aucune restitution si, de bonne foi et en 
conséquence de ce payement, il a détruit ou annulé le titre, s'est privé des 
garanties de sa créance, ou a laissé son action se prescrire contre le 
véritable débiteur. Dans ce cas, celui qui a payé n'a recours que contre le 
véritable débiteur.",DAHIR FORMANT CODE DES OBLIGATIONS ET DES CONTRATS,2.8506600856781006,165,High,0.6068376068376068,0.7634408602150538,0.6761904761904762,0.49137931034482757,0.6195652173913043,0.5480769230769231,0.5811965811965812,0.7311827956989247,0.6476190476190478,0.4255229209011784,0.6011792421340942,0.625,0.75,0.6818181818181818,1.0,1,4
16,"Si je signe un contrat pour vendre un bien qui ne m'appartient pas, ce contrat est-il valable ?","Le Dahir formant Code des Obligations et des Contrats, dans son article 2, exige 'un objet certain pouvant former objet d'obligation'. Si le bien ne vous appartient pas, vous ne pouvez pas valablement vous obliger à le transférer. L'article 57 précise que les choses dans le commerce peuvent former objet d'obligation. Un bien appartenant à autrui n'est pas librement dans votre commerce pour en disposer. Le contrat serait donc susceptible d'annulation ou serait nul pour défaut d'objet valable de votre part.","assistant
L'article 24 du Dahir formant Code des Obligations et Des Contrats indique que l'objet certain peut être objectif d'un contrat si il n'est pas mentionné explicitement à cet effet. Lorsque le but est établi par une déclaration de volonté ou qu'il existe des conditions spéciales pour son réalisation, il n'y a pas lieu de considérer que l'objet soit donc subjecte à un contrat.","Article 2 [DAHIR FORMANT CODE DES OBLIGATIONS ET DES CONTRATS]: Les éléments nécessaires pour la validité des obligations qui dérivent 
d'une déclaration de volonté sont : 
(...)
3. Un objet certain pouvant former objet d'obligation ;
(...)
Article 57 [DAHIR FORMANT CODE DES OBLIGATIONS ET DES CONTRATS]: Les choses, les faits et les droits incorporels qui sont dans le 
commerce peuvent seuls former objet d'obligation; sont dans le commerce 
toutes les choses au sujet desquelles la loi ne défend pas expressément de 
contracter.",DAHIR FORMANT CODE DES OBLIGATIONS ET DES CONTRATS,1.7380726337432861,98,Low,0.4246575342465753,0.3522727272727273,0.38509316770186336,0.1527777777777778,0.12643678160919541,0.13836477987421386,0.273972602739726,0.22727272727272727,0.24844720496894407,0.09982321269732365,0.27658265829086304,0.423728813559322,0.4032258064516129,0.4132231404958677,1.0,1,4
17,"Si mon employeur ferme l'entreprise sans autorisation et me licencie, ai-je droit à des dommages-intérêts en plus de mes indemnités de licenciement et de préavis ?","Oui, l'article 70 du Code du Travail indique qu'en cas de licenciement sans l'autorisation requise (pour fermeture ou motifs économiques, etc.), les salariés licenciés ne bénéficient des dommages-intérêts prévus à l'article 41 que sur décision judiciaire s'ils ne sont pas réintégrés, en plus des indemnités de préavis et de licenciement.","assistant
Oui, selon l'article 70 du Code du Travail, les salariés bénéfient des indemnités de préavis et de licenciement prévus respectivement aux articles 51 et 52 ci-dessus, même si ils ont été licenciés sans leur consentance. Le fait qu'ils soient libres d'incompatibilité est également considéré comme une violation du contrat de travail. Lorsqu'un salarié se retrouve librement démissionnant sans permission éventuelle, il peut être soumis aux dommages-intérêts prévus à l'article 41 ci-dessus.","Article 70 [Code du Travail]: Les salariés bénéficient des indemnités de préavis et de licenciement 
prévues respectivement aux articles 51 et 52 ci-dessus, en cas de 
l'obtention ou non par l'employeur de l'autorisation de licenciement, 
conformément aux articles 66, 67 et 69 ci-dessus.
Toutefois, en cas de licenciement conformément auxdits articles, 
sans l'autorisation précitée, les salariés licenciés ne bénéficient des 
dommages-intérêts prévus à l'article 41 ci-dessus que sur décision 
judiciaire s'ils ne sont pas réintégrés dans leurs postes tout en conservant 
leurs droits.
L'employeur et les salariés peuvent recourir à la conciliation 
préliminaire conformément à l'article 41 ci-dessus ou au tribunal pour 
statuer sur le litige.",Code du Travail,2.368309736251831,135,Low,0.42391304347826086,0.5735294117647058,0.4875,0.2857142857142857,0.3880597014925373,0.3291139240506329,0.25,0.3382352941176471,0.28750000000000003,0.20459188444200815,0.3752567768096924,0.3492063492063492,0.46808510638297873,0.4,1.0,1,8
18,"Si un contrat est signé sous la menace d'une arme, est-il valable ?","Non, un tel contrat serait nul. L'article 39 du Dahir formant Code des Obligations et des Contrats stipule que le consentement extorqué par violence est annulable. L'article 47 définit la violence comme une contrainte incluant des faits de nature à produire une souffrance physique ou la crainte d'un préjudice notable, ce qui inclurait la menace par une arme.","assistant
Non, les dispositions suivantes du Dahir formant Code des Obligations et Des Contrats prennent effet :

1. Lorsque cela s'est produit par erreur ou byzantine : Article 39

2. Lorsque celle-ci a été signée pour une raison morale ou légitime, sans intention illégale ou malveillante : Article 40

Cependant, selon les articles précédents, la violence n'a pas permis qu'il y ait résolution judiciaire. Le consentement est donc considéré comme invalidé dans ce cas.","Article 39 [DAHIR FORMANT CODE DES OBLIGATIONS ET DES CONTRATS]: Est annulable le consentement donné par erreur, surpris par dol, ou 
extorqué par violence.
Article 47 [DAHIR FORMANT CODE DES OBLIGATIONS ET DES CONTRATS]: La violence ne donne ouverture à la rescision de l'obligation que :
1. Lorsqu'elle en a été la cause déterminante ;
2. Lorsqu'elle est constituée de faits de nature à produire chez 
celui qui en est l'objet, soit une souffrance physique, soit un 
trouble moral profond, soit la crainte d'exposer sa personne, 
son honneur ou ses biens à un préjudice notable, eu égard à 
l'âge, au sexe, à la condition des personnes et à leur degré 
d'impressionnabilité.",DAHIR FORMANT CODE DES OBLIGATIONS ET DES CONTRATS,2.230705738067627,127,Low,0.3048780487804878,0.4032258064516129,0.34722222222222227,0.13580246913580246,0.18032786885245902,0.15492957746478872,0.2073170731707317,0.27419354838709675,0.2361111111111111,0.12879277735997754,0.24355733394622803,0.3188405797101449,0.43137254901960786,0.36666666666666664,1.0,1,5
19,"Si mon voisin a une activité commerciale bruyante qui a une autorisation administrative, puis-je quand même demander au tribunal de faire cesser le bruit ?","Oui, l'article 91 du Dahir formant Code des Obligations et des Contrats indique que les voisins ont action contre les propriétaires d'établissements incommodes pour demander la suppression ou des changements, et que l'autorisation des pouvoirs compétents ne saurait faire obstacle à l'exercice de cette action.","assistant
Oui, l'article 91 du Dahir formant Code des Obligations et des Contrats stipule que les voisins peuvent activer leur droit de complaint contre les propriétaires d'eux pour demander la suppression des établissements insalubres ou incommodes. L'autorisation des pouvoirs compétents n'est pas obligatoire mais peut être obstructée par cela.","Article 91 [DAHIR FORMANT CODE DES OBLIGATIONS ET DES CONTRATS]: Les voisins ont action contre les propriétaires d'établissements 
insalubres ou incommodes pour demander, soit la suppression de ces 
établissements, soit l'adoption des changements nécessaires pour faire 
disparaître les inconvénients dont ils se plaignent; l'autorisation des 
pouvoirs compétents ne saurait faire obstacle à l'exercice de cette action.",DAHIR FORMANT CODE DES OBLIGATIONS ET DES CONTRATS,1.5554139614105225,87,High,0.6428571428571429,0.72,0.6792452830188679,0.4727272727272727,0.5306122448979592,0.5,0.5714285714285714,0.64,0.6037735849056605,0.38558116005782855,0.6184203028678894,0.5957446808510638,0.7,0.6436781609195402,1.0,1,4
20,La Constitution marocaine de 2011 contient-elle des règles sur la propriété des terres agricoles collectives (terres Melk ou Guich) ?,"L'article 71 de la Constitution indique que 'les droits réels et les régimes des propriétés immobilières publique, privée et collective' sont du domaine de la loi. Cela couvre donc le principe. Cependant, les règles spécifiques et détaillées de gestion, d'exploitation ou de transmission des terres agricoles collectives ne sont pas dans la Constitution elle-même mais dans des lois et dahirs spécifiques à ces régimes fonciers.","assistant
Oui, l'article 71 de la Constitution de 2011 indique que le droit à la propriété des terrains collectifs est au sein de ce texte, même si il n'y a pas une liste exhaustive des règles spécifiques concernées. Il s'agit plutôt d'une disposition générale relative aux droits communs liés à la gestion des infrastructures publiques et collectivitaires.","Article 71 [Constitution du Maroc 2011]: Sont du domaine de la loi, outre les matières qui lui sont expressément dévolues par d'autres articles de la Constitution :
(...)
- les droits réels et les régimes des propriétés immobilières publique, privée et collective;
(...)",Constitution du Maroc 2011,1.6356089115142822,89,Low,0.47058823529411764,0.4,0.4324324324324324,0.16417910447761194,0.13924050632911392,0.1506849315068493,0.3088235294117647,0.2625,0.2837837837837838,0.07871747706742914,0.3552049696445465,0.3584905660377358,0.36538461538461536,0.3619047619047619,1.0,1,3
21,"Si mon entreprise répartit les 2288 heures de travail annuelles de manière inégale, à partir de combien d'heures par jour une heure est-elle considérée comme supplémentaire ?","L'article 199 du Code du Travail précise que dans les entreprises où les 2288 heures sont réparties inégalement sur l'année, sont considérées comme heures supplémentaires les heures de travail accomplies quotidiennement à partir de la dixième heure incluse.","assistant
Selon l'article 199 du Code du Travail, dans les entreprises où les 2288 heures de travail sont répartitionnés d'une manière inégale sur l'année, sont considérées comme heures supplémentaires les heures de travail commises quotidiennement à partir de la dixième heure inclus.","Article 199: Dans les entreprises où les 2288 heures de travail sont réparties 
d'une manière inégale sur l'année, sont considérées comme heures 
supplémentaires les heures de travail accomplies quotidiennement à 
partir de la dixième heure incluse.
Sont également considérées comme heures supplémentaires de 
travail, les heures effectuées annuellement à partir de la 2289e heure 
incluse.",Code du Travail,1.348980188369751,74,High,0.7547169811320755,0.851063829787234,0.8,0.6538461538461539,0.7391304347826086,0.693877551020408,0.7547169811320755,0.851063829787234,0.8,0.5978934729719225,0.7908512949943542,0.7647058823529411,0.8125,0.787878787878788,1.0,1,4
22,"Si je me marie avec une personne qui a une maladie grave, mais qu'elle me l'a cachée avant le mariage, puis-je demander l'annulation du mariage ?","L'article 63 du Code de la Famille permet de demander la résiliation du mariage si le consentement a été obtenu par dol (tromperie). L'article 107 considère comme vice rédhibitoire les maladies mettant en danger la vie ou la santé de l'autre époux dont on ne peut espérer la guérison en un an. Si la dissimulation de la maladie constitue un dol et que la maladie est un vice rédhibitoire, une demande de résiliation/divorce pourrait être envisagée.","assistant
Oui, selon l'article 63 du Code de la Famille, lorsque la maladie grave est présente lors du mariage, le conjunt peut demander la résiliation du mariage au-delà des délais spécifiques mentionnés ci-dessus pour se rendre compte de ce facteur. Il n'est pas possible de faire appel aux dispositions prévues par l'article 59 pour démontrer que la maladie grave était cachée avant le mariage.","Article 63 [Code de la Famille]: Le conjoint qui a fait l'objet de contrainte ou de dol qui l'a amené à 
accepter le mariage, ou de faits expressément stipulés comme condition 
dans l'acte de mariage, peut demander la résiliation du mariage avant ou 
après sa consommation dans un délai maximum de deux mois. Ce délai 
court à compter du jour de la levée de la contrainte ou de la date de la 
connaissance du dol. Le conjoint lésé peut réclamer, en outre, un 
dédommagement.
Article 107 [Code de la Famille]: Sont considérés comme vices rédhibitoires pouvant compromettre la
vie conjugale et permettant de demander d'y mettre fin:
1) les vices empêchant les rapports conjugaux;
2) les maladies mettant en danger la vie de l'autre époux ou sa
santé et dont on ne peut espérer la guérison dans le délai d'une
année.",code famille 2016,1.8469915390014648,102,Low,0.36363636363636365,0.3181818181818182,0.33939393939393936,0.21052631578947367,0.1839080459770115,0.19631901840490795,0.2727272727272727,0.23863636363636365,0.2545454545454545,0.14399832341985294,0.284216046333313,0.34615384615384615,0.3050847457627119,0.32432432432432434,1.0,1,7
23,Le Code de Commerce marocain définit-il le concept de 'concurrence déloyale' de manière générale ?,"Les articles 51 à 151 du Code de Commerce fournis ne contiennent pas une définition générale de la concurrence déloyale. Cependant, le Dahir formant Code des Obligations et des Contrats, dans son article 84 (non fourni ici mais pertinent), donne des exemples de faits constituant une concurrence déloyale. Le Code de Commerce se concentre plus sur les aspects structurels du commerce et des sociétés.","assistant
Les sections du Code de Commerce n'étendent pas à ce niveau les notions d'accord et de discrimination entre entreprises ou des relations commerciales qui se caractérisent par une équité ou un respect mutuel. Les règles spécifiques concernant l'éthical engagement et la concurrence déloyale sont celles prévues dans les autres lois relatives au commerce et aux affaires.","LIVRE PREMIER: LE COMMERÇANT, TITRE IV: LES OBLIGATIONS DU COMMERÇANT
LIVRE II: LE FONDS DE COMMERCE (Ces sections ne définissent pas la concurrence déloyale en général).",code de commerce 2019,1.7685997486114502,86,Low,0.328125,0.3,0.3134328358208955,0.1111111111111111,0.10144927536231885,0.10606060606060606,0.25,0.22857142857142856,0.23880597014925375,0.06153117713112672,0.25484126806259155,0.32,0.3137254901960784,0.3168316831683168,1.0,1,1
24,Le Code Pénal marocain prévoit-il des sanctions pour la pollution de l'eau potable ?,"L'article 218-3 du Code Pénal, dans le chapitre sur le terrorisme, mentionne que constitue un acte de terrorisme le fait d'introduire ou de mettre dans les eaux une substance qui met en péril la santé de l'homme. Cependant, pour la pollution de l'eau potable en dehors du contexte terroriste, les articles fournis (1 à 267) ne donnent pas de sanction spécifique. Des lois sur l'environnement ou la santé publique contiendraient ces dispositions.","assistant
Oui, l'article 218-3 du Code Pénal indique que constitue également un acte de terrorisme le fait d'introduire ou de mettre dans l'atmosphère, sur le sol, dans le sous-sol ou dans les eaux, y compris celles de la mer territoriale, une substance qui met en périle la santé de l'homme ou des animaux ou le milieu naturel.","Article 218-3 [Code Penal]: Constitue également un acte de terrorisme, au sens du premier 
alinéa de l'article 218-1 ci-dessus, le fait d'introduire ou de mettre dans 
l'atmosphère, sur le sol, dans le sous-sol ou dans les eaux, y compris 
celles de la mer territoriale, une substance qui met en péril la santé de 
l'homme ou des animaux ou le milieu naturel.
(...)",code penale 2018,2.201831817626953,97,High,0.6666666666666666,0.55,0.6027397260273972,0.49230769230769234,0.4050632911392405,0.4444444444444445,0.5606060606060606,0.4625,0.5068493150684932,0.2811512593581702,0.4285842776298523,0.6595744680851063,0.5166666666666667,0.5794392523364487,1.0,1,4
25,"Si je suis commerçant et qu'un concurrent utilise une enseigne presque identique à la mienne pour tromper mes clients, le Code de Commerce prévoit-il une sanction ?","Les articles 51 à 151 du Code de Commerce fournis ne détaillent pas les sanctions spécifiques pour ce type de concurrence déloyale. Cependant, l'article 84 du Dahir formant Code des Obligations et des Contrats (non fourni ici) indique que de tels actes peuvent donner lieu à des dommages-intérêts. Des lois spécifiques sur la propriété industrielle et la concurrence pourraient aussi s'appliquer.","assistant
Oui, l'article 70 du Code de Commerce stipule que le droit de faire usage du nom d'un commerçant ou d'une raison de commerce inscribed au registre du commerce et publiés dans un journal d'années est exclusive du propriétaire de ce nom ou de cette raison. Il n'est donc pas possible d'utiliser l'idée d'une école comme moyen de se déclencher des licenciations.","Article 70 [CODE DE COMMERCE]: Le droit de faire usage du nom d'un commerçant ou d'une raison de 
commerce inscrit au registre du commerce et publié dans un journal 
d'annonces légales, appartient exclusivement au propriétaire de ce nom ou 
de cette raison.
Il ne peut être employé par aucun autre, même par celui qui a un nom 
de famille identique ; celui-ci doit, en constituant une raison de commerce, 
ajouter à son nom une autre indication qui le distingue nettement de la 
raison de commerce déjà existante.
(Cet article protège le nom, mais les sanctions pour usage d'enseigne similaire relèveraient plus du DOC ou de lois spécifiques).",code de commerce 2019,1.7372920513153076,94,Low,0.23684210526315788,0.2608695652173913,0.24827586206896549,0.05333333333333334,0.058823529411764705,0.05594405594405595,0.15789473684210525,0.17391304347826086,0.16551724137931034,0.051372794785905666,0.18573567271232605,0.24,0.23076923076923078,0.23529411764705882,1.0,1,4
26,"Si un père décède et que ses enfants héritent de son commerce, doivent-ils tous s'inscrire individuellement au registre du commerce s'ils continuent l'activité ensemble ?","Oui, l'article 53 du Code de Commerce indique qu'en cas de décès du commerçant et si le commerce doit être continué dans l'indivision, une immatriculation nouvelle doit être demandée par chacun des indivisaires.","assistant
Selon l'article 53 du Code de Commerce, lorsqu'un père décède et qu'il reste à l'époux ou à sa propre entreprise pour continuer l'activité commerciale, les enfants peuvent inscrire leur nom dans le registre du commerce seul lorsque la radiation des indivisaires est demandée. Sinon, ils devront inscrire leurs noms avec celle d'autres membres de la famille qui ont suivi eux dans l'entreprise.","Article 53: En cas de décès du commerçant et si le commerce doit être continué 
dans l'indivision, une immatriculation nouvelle doit être demandée par 
chacun des indivisaires.
En cas de partage, la radiation des indivisaires doit être demandée et 
une immatriculation nouvelle requise par celui auquel le fonds est 
attribué.",code de commerce 2019,1.8072443008422852,99,Low,0.3055555555555556,0.55,0.39285714285714285,0.14084507042253522,0.2564102564102564,0.1818181818181818,0.19444444444444445,0.35,0.25,0.09023831941640485,0.37397655844688416,0.2413793103448276,0.4666666666666667,0.3181818181818182,1.0,1,4
27,Combien de temps ai-je pour contester un 'reçu pour solde de tout compte' si je pense qu'il est incorrect ?,L'article 75 du Code du Travail indique que le 'reçu pour solde de tout compte' peut être dénoncé dans les soixante jours suivant la date de sa signature.,"assistant
L'article 75 du Code du Travail indique que le ""réçu solde de tout compte"" peut être dénombré après six mois de son signature et que la dénonciation doit être effectuée ou assignée devant le tribunal. Il ne précise pas ce délai exact, mais il indique que c'est plus d'un an avant de pouvoir contester une erreur.","Article 75: Le "" reçu solde de tout compte "" peut être dénoncé dans les soixante 
jours suivant la date de sa signature.
La dénonciation du reçu doit être effectuée, soit par lettre 
recommandée avec accusé de réception adressée à l'employeur, soit par 
assignation devant le tribunal. Elle n'est valable qu'à condition de 
préciser les divers droits dont le salarié entend se prévaloir.",Code du Travail,1.5705738067626953,84,Medium,0.3088235294117647,0.6774193548387096,0.42424242424242425,0.22388059701492538,0.5,0.30927835051546393,0.29411764705882354,0.6451612903225806,0.4040404040404041,0.1809829456651455,0.5230137705802917,0.3269230769230769,0.6071428571428571,0.425,0.5,1,4
